"catalogNumber","verbatimContinent","Continent","verbatimWaterBody","Waterbody"
"658","NA","North America",,
"653","NA","North America",,
"654","NA","North America",,
"650","NA","North America",,
"3763","NA","North America",,
"3767","NA","North America",,
"3765","NA","North America",,
"3766","NA","North America",,
"3774","NA","North America",,
"3762","NA","North America",,
"3764","NA","North America",,
"3768","NA","North America",,
"3769","NA","North America",,
"3770","NA","North America",,
"3771","NA","North America",,
"3773","NA","North America",,
"3761","NA","North America",,
"3747","NA","North America",,
"3772","NA","North America",,
"3740","NA","North America",,
"3748","NA","North America",,
"3760","NA","North America",,
"3745","NA","North America",,
"3753","NA","North America",,
"3743","NA","North America",,
"3749","NA","North America",,
"3741","NA","North America",,
"3746","NA","North America",,
"3739","NA","North America",,
"3738","NA","North America",,
"3737","NA","North America",,
"3736","NA","North America",,
"3735","NA","North America",,
"3734","NA","North America",,
"3742","NA","North America",,
"3752","NA","North America",,
"3758","NA","North America",,
"3757","NA","North America",,
"3756","NA","North America",,
"3755","NA","North America",,
"3744","NA","North America",,
"3750","NA","North America",,
"3759","NA","North America",,
"3754","NA","North America",,
"3751","NA","North America",,
"3428","NA","North America",,
"3429","NA","North America",,
"3434","NA","North America",,
"3426","NA","North America",,
"3433","NA","North America",,
"3425","NA","North America",,
"3432","NA","North America",,
"3430","NA","North America",,
"3431","NA","North America",,
"3427","NA","North America",,
"4349","NA","North America",,
"4346","NA","North America",,
"4350","NA","North America",,
"4348","NA","North America",,
"4347","NA","North America",,
"4351","NA","North America",,
"3786","NA","North America",,
"3787","NA","North America",,
"3252","NA","North America",,
"3253","NA","North America",,
"3254","NA","North America",,
"3251","NA","North America",,
"2381","NA","North America",,
"5452","NA","North America",,
"5448","NA","North America",,
"5449","NA","North America",,
"5450","NA","North America",,
"5453","NA","North America",,
"5451","NA","North America",,
"2375","NA","North America",,
"561","NA","North America",,
"567","NA","North America",,
"565","NA","North America",,
"568","NA","North America",,
"564","NA","North America",,
"563","NA","North America",,
"562","NA","North America",,
"566","NA","North America",,
"569","NA","North America",,
"584","NA","North America",,
"582","NA","North America",,
"581","NA","North America",,
"580","NA","North America",,
"579","NA","North America",,
"589","NA","North America",,
"585","NA","North America",,
"578","NA","North America",,
"590","NA","North America",,
"583","NA","North America",,
"588","NA","North America",,
"593","NA","North America",,
"570","NA","North America",,
"576","NA","North America",,
"587","NA","North America",,
"575","NA","North America",,
"586","NA","North America",,
"573","NA","North America",,
"571","NA","North America",,
"591","NA","North America",,
"572","NA","North America",,
"592","NA","North America",,
"574","NA","North America",,
"577","NA","North America",,
"5928","NA","North America",,
"5927","NA","North America",,
"618","NA","North America",,
"619","NA","North America",,
"608","NA","North America",,
"616","NA","North America",,
"617","NA","North America",,
"607","NA","North America",,
"609","NA","North America",,
"606","NA","North America",,
"605","NA","North America",,
"602","NA","North America",,
"621","NA","North America",,
"615","NA","North America",,
"604","NA","North America",,
"610","NA","North America",,
"620","NA","North America",,
"603","NA","North America",,
"612","NA","North America",,
"614","NA","North America",,
"611","NA","North America",,
"613","NA","North America",,
"595","NA","North America",,
"596","NA","North America",,
"598","NA","North America",,
"601","NA","North America",,
"597","NA","North America",,
"600","NA","North America",,
"599","NA","North America",,
"594","NA","North America",,
"3265","NA","North America",,
"3264","NA","North America",,
"3414","NA","North America",,
"3418","NA","North America",,
"3417","NA","North America",,
"3416","NA","North America",,
"3415","NA","North America",,
"3413","NA","North America",,
"3247","NA","North America",,
"3243","NA","North America",,
"3244","NA","North America",,
"3245","NA","North America",,
"3246","NA","North America",,
"3242","NA","North America",,
"3241","NA","North America",,
"3398","NA","North America",,
"3396","NA","North America",,
"3397","NA","North America",,
"3394","NA","North America",,
"3399","NA","North America",,
"3395","NA","North America",,
"3393","NA","North America",,
"5674","NA","North America",,
"5673","NA","North America",,
"5672","NA","North America",,
"5671","NA","North America",,
"5617","NA","North America",,
"5471","NA","North America",,
"5374","NA","North America",,
"5486","NA","North America",,
"5470","NA","North America",,
"5485","NA","North America",,
"5905","NA","North America",,
"5469","NA","North America",,
"5466","NA","North America",,
"5918","NA","North America",,
"5920","NA","North America",,
"5921","NA","North America",,
"5922","NA","North America",,
"5468","NA","North America",,
"5467","NA","North America",,
"5930","NA","North America",,
"5919","NA","North America",,
"5913","NA","North America",,
"5464","NA","North America",,
"5465","NA","North America",,
"5475","NA","North America",,
"5477","NA","North America",,
"5474","NA","North America",,
"5472","NA","North America",,
"5915","NA","North America",,
"5473","NA","North America",,
"5917","NA","North America",,
"5476","NA","North America",,
"5914","NA","North America",,
"5906","NA","North America",,
"5484","NA","North America",,
"5916","NA","North America",,
"5904","NA","North America",,
"5487","NA","North America",,
"3523","NA","North America",,
"3501","NA","North America",,
"3507","NA","North America",,
"3506","NA","North America",,
"3505","NA","North America",,
"3487","NA","North America",,
"3517","NA","North America",,
"3518","NA","North America",,
"3519","NA","North America",,
"3520","NA","North America",,
"3542","NA","North America",,
"3522","NA","North America",,
"5844","NA","North America",,
"3524","NA","North America",,
"3527","NA","North America",,
"3528","NA","North America",,
"3529","NA","North America",,
"3530","NA","North America",,
"3531","NA","North America",,
"3486","NA","North America",,
"3485","NA","North America",,
"5827","NA","North America",,
"3521","NA","North America",,
"3536","NA","North America",,
"3484","NA","North America",,
"3483","NA","North America",,
"3482","NA","North America",,
"3284","NA","North America",,
"3285","NA","North America",,
"3481","NA","North America",,
"3287","NA","North America",,
"3480","NA","North America",,
"3479","NA","North America",,
"3502","NA","North America",,
"3533","NA","North America",,
"5843","NA","North America",,
"3537","NA","North America",,
"3538","NA","North America",,
"3478","NA","North America",,
"3504","NA","North America",,
"3539","NA","North America",,
"3540","NA","North America",,
"3541","NA","North America",,
"3503","NA","North America",,
"5845","NA","North America",,
"5830","NA","North America",,
"5846","NA","North America",,
"3342","NA","North America",,
"5828","NA","North America",,
"3294","NA","North America",,
"3295","NA","North America",,
"3320","NA","North America",,
"3322","NA","North America",,
"3325","NA","North America",,
"3326","NA","North America",,
"3338","NA","North America",,
"3339","NA","North America",,
"3292","NA","North America",,
"3341","NA","North America",,
"3291","NA","North America",,
"3343","NA","North America",,
"3344","NA","North America",,
"3345","NA","North America",,
"3346","NA","North America",,
"3347","NA","North America",,
"3348","NA","North America",,
"3349","NA","North America",,
"3350","NA","North America",,
"3351","NA","North America",,
"3352","NA","North America",,
"3340","NA","North America",,
"5836","NA","North America",,
"5847","NA","North America",,
"5831","NA","North America",,
"3220","NA","North America",,
"3231","NA","North America",,
"3232","NA","North America",,
"3233","NA","North America",,
"5833","NA","North America",,
"5834","NA","North America",,
"5835","NA","North America",,
"3293","NA","North America",,
"3235","NA","North America",,
"5829","NA","North America",,
"5837","NA","North America",,
"5842","NA","North America",,
"5838","NA","North America",,
"3353","NA","North America",,
"5841","NA","North America",,
"5840","NA","North America",,
"5839","NA","North America",,
"3288","NA","North America",,
"3289","NA","North America",,
"3290","NA","North America",,
"3234","NA","North America",,
"2876","NA","North America",,
"2884","NA","North America",,
"2885","NA","North America",,
"5865","NA","North America",,
"5864","NA","North America",,
"5863","NA","North America",,
"5858","NA","North America",,
"5859","NA","North America",,
"5860","NA","North America",,
"2883","NA","North America",,
"5862","NA","North America",,
"5876","NA","North America",,
"2877","NA","North America",,
"2878","NA","North America",,
"5877","NA","North America",,
"5866","NA","North America",,
"2879","NA","North America",,
"5874","NA","North America",,
"2880","NA","North America",,
"2881","NA","North America",,
"2882","NA","North America",,
"5861","NA","North America",,
"5692","NA","North America",,
"5875","NA","North America",,
"5873","NA","North America",,
"5872","NA","North America",,
"5871","NA","North America",,
"5870","NA","North America",,
"5688","NA","North America",,
"5689","NA","North America",,
"5690","NA","North America",,
"5691","NA","North America",,
"2888","NA","North America",,
"5878","NA","North America",,
"2887","NA","North America",,
"5693","NA","North America",,
"5694","NA","North America",,
"5868","NA","North America",,
"3286","NA","North America",,
"5695","NA","North America",,
"5696","NA","North America",,
"5867","NA","North America",,
"2886","NA","North America",,
"3532","NA","North America",,
"5869","NA","North America",,
"6062","NA","North America",,
"5883","NA","North America",,
"5882","NA","North America",,
"5885","NA","North America",,
"5886","NA","North America",,
"5881","NA","North America",,
"5880","NA","North America",,
"5887","NA","North America",,
"5879","NA","North America",,
"5884","NA","North America",,
"5888","NA","North America",,
"5705","NA","North America",,
"6063","NA","North America",,
"6111","NA","North America",,
"6112","NA","North America",,
"6064","NA","North America",,
"6113","NA","North America",,
"5667","NA","North America",,
"6067","NA","North America",,
"5981","NA","North America",,
"5980","NA","North America",,
"5890","NA","North America",,
"6186","NA","North America",,
"5716","NA","North America",,
"5654","NA","North America",,
"5717","NA","North America",,
"5718","NA","North America",,
"5719","NA","North America",,
"5720","NA","North America",,
"6015","NA","North America",,
"5655","NA","North America",,
"5656","NA","North America",,
"5657","NA","North America",,
"5825","NA","North America",,
"6187","NA","North America",,
"5826","NA","North America",,
"5658","NA","North America",,
"6114","NA","North America",,
"5891","NA","North America",,
"6185","NA","North America",,
"6184","NA","North America",,
"6068","NA","North America",,
"6183","NA","North America",,
"5706","NA","North America",,
"6182","NA","North America",,
"5715","NA","North America",,
"6181","NA","North America",,
"5721","NA","North America",,
"6032","NA","North America",,
"5976","NA","North America",,
"6044","NA","North America",,
"6043","NA","North America",,
"6042","NA","North America",,
"6041","NA","North America",,
"6040","NA","North America",,
"5889","NA","North America",,
"6038","NA","North America",,
"6115","NA","North America",,
"6036","NA","North America",,
"6035","NA","North America",,
"6046","NA","North America",,
"6033","NA","North America",,
"6047","NA","North America",,
"6031","NA","North America",,
"6030","NA","North America",,
"6029","NA","North America",,
"6028","NA","North America",,
"6027","NA","North America",,
"6026","NA","North America",,
"6025","NA","North America",,
"6024","NA","North America",,
"6023","NA","North America",,
"5979","NA","North America",,
"5978","NA","North America",,
"5977","NA","North America",,
"6034","NA","North America",,
"6060","NA","North America",,
"6167","NA","North America",,
"6166","NA","North America",,
"6165","NA","North America",,
"6164","NA","North America",,
"6163","NA","North America",,
"6162","NA","North America",,
"6161","NA","North America",,
"6154","NA","North America",,
"6153","NA","North America",,
"6152","NA","North America",,
"6143","NA","North America",,
"6045","NA","North America",,
"6061","NA","North America",,
"6037","NA","North America",,
"6059","NA","North America",,
"6058","NA","North America",,
"6057","NA","North America",,
"6056","NA","North America",,
"6055","NA","North America",,
"6054","NA","North America",,
"6053","NA","North America",,
"6052","NA","North America",,
"6051","NA","North America",,
"6050","NA","North America",,
"6049","NA","North America",,
"6048","NA","North America",,
"6142","NA","North America",,
"5953","NA","North America",,
"5960","NA","North America",,
"5961","NA","North America",,
"5962","NA","North America",,
"5954","NA","North America",,
"5963","NA","North America",,
"5944","NA","North America",,
"5964","NA","North America",,
"5965","NA","North America",,
"5955","NA","North America",,
"5958","NA","North America",,
"5957","NA","North America",,
"5959","NA","North America",,
"6039","NA","North America",,
"5966","NA","North America",,
"5952","NA","North America",,
"5951","NA","North America",,
"5950","NA","North America",,
"5949","NA","North America",,
"5948","NA","North America",,
"5947","NA","North America",,
"5892","NA","North America",,
"5946","NA","North America",,
"5973","NA","North America",,
"5945","NA","North America",,
"5974","NA","North America",,
"5956","NA","North America",,
"5975","NA","North America",,
"271","NA","North America",,
"3269","NA","North America",,
"3208","NA","North America",,
"270","NA","North America",,
"262","NA","North America",,
"276","NA","North America",,
"277","NA","North America",,
"278","NA","North America",,
"279","NA","North America",,
"280","NA","North America",,
"5923","NA","North America",,
"5934","NA","North America",,
"275","NA","North America",,
"274","NA","North America",,
"264","NA","North America",,
"272","NA","North America",,
"269","NA","North America",,
"256","NA","North America",,
"268","NA","North America",,
"267","NA","North America",,
"266","NA","North America",,
"265","NA","North America",,
"273","NA","North America",,
"263","NA","North America",,
"261","NA","North America",,
"257","NA","North America",,
"258","NA","North America",,
"259","NA","North America",,
"260","NA","North America",,
"6179","NA","North America",,
"6178","NA","North America",,
"6003","NA","North America",,
"6000","NA","North America",,
"6004","NA","North America",,
"6177","NA","North America",,
"6001","NA","North America",,
"5942","NA","North America",,
"5941","NA","North America",,
"5940","NA","North America",,
"5939","NA","North America",,
"6002","NA","North America",,
"6180","NA","North America",,
"5698","NA","North America",,
"5699","NA","North America",,
"3281","NA","North America",,
"5697","NA","North America",,
"3207","NA","North America",,
"3206","NA","North America",,
"3205","NA","North America",,
"5457","NA","North America",,
"5458","NA","North America",,
"5459","NA","North America",,
"5456","NA","North America",,
"5460","NA","North America",,
"5461","NA","North America",,
"5462","NA","North America",,
"5463","NA","North America",,
"5577","NA","North America",,
"5645","NA","North America",,
"5644","NA","North America",,
"5593","NA","North America",,
"5574","NA","North America",,
"5573","NA","North America",,
"5998","NA","North America",,
"5997","NA","North America",,
"5646","NA","North America",,
"5647","NA","North America",,
"5592","NA","North America",,
"6175","NA","North America",,
"5576","NA","North America",,
"5575","NA","North America",,
"3330","NA","North America",,
"3333","NA","North America",,
"3332","NA","North America",,
"3331","NA","North America",,
"5619","NA","North America",,
"5670","NA","North America",,
"5618","NA","North America",,
"5669","NA","North America",,
"5620","NA","North America",,
"6150","NA","North America",,
"5993","NA","North America",,
"5991","NA","North America",,
"5994","NA","North America",,
"5995","NA","North America",,
"5996","NA","North America",,
"5992","NA","North America",,
"249","NA","North America",,
"5910","NA","North America",,
"5912","NA","North America",,
"5488","NA","North America",,
"5490","NA","North America",,
"5496","NA","North America",,
"5491","NA","North America",,
"5492","NA","North America",,
"5493","NA","North America",,
"5494","NA","North America",,
"5495","NA","North America",,
"5909","NA","North America",,
"5489","NA","North America",,
"5911","NA","North America",,
"5907","NA","North America",,
"5908","NA","North America",,
"5501","NA","North America",,
"5502","NA","North America",,
"5569","NA","North America",,
"5500","NA","North America",,
"5572","NA","North America",,
"5571","NA","North America",,
"5570","NA","North America",,
"5498","NA","North America",,
"6174","NA","North America",,
"5530","NA","North America",,
"5531","NA","North America",,
"5532","NA","North America",,
"5533","NA","North America",,
"5499","NA","North America",,
"5505","NA","North America",,
"5540","NA","North America",,
"5564","NA","North America",,
"5497","NA","North America",,
"5507","NA","North America",,
"5508","NA","North America",,
"5565","NA","North America",,
"5509","NA","North America",,
"5510","NA","North America",,
"5566","NA","North America",,
"5567","NA","North America",,
"5637","NA","North America",,
"5506","NA","North America",,
"5503","NA","North America",,
"5511","NA","North America",,
"5512","NA","North America",,
"5636","NA","North America",,
"5638","NA","North America",,
"5539","NA","North America",,
"5538","NA","North America",,
"5537","NA","North America",,
"5536","NA","North America",,
"5535","NA","North America",,
"5534","NA","North America",,
"5504","NA","North America",,
"5568","NA","North America",,
"252","NA","North America",,
"3555","NA","North America",,
"3545","NA","North America",,
"3544","NA","North America",,
"3543","NA","North America",,
"3554","NA","North America",,
"3553","NA","North America",,
"250","NA","North America",,
"3547","NA","North America",,
"251","NA","North America",,
"3549","NA","North America",,
"3550","NA","North America",,
"3546","NA","North America",,
"3548","NA","North America",,
"254","NA","North America",,
"255","NA","North America",,
"253","NA","North America",,
"5832","NA","North America",,
"3552","NA","North America",,
"5851","NA","North America",,
"3182","NA","North America",,
"3181","NA","North America",,
"3180","NA","North America",,
"3179","NA","North America",,
"3178","NA","North America",,
"3177","NA","North America",,
"3176","NA","North America",,
"3175","NA","North America",,
"5848","NA","North America",,
"5850","NA","North America",,
"5853","NA","North America",,
"5852","NA","North America",,
"5854","NA","North America",,
"5855","NA","North America",,
"5856","NA","North America",,
"5857","NA","North America",,
"818","NA","North America",,
"3551","NA","North America",,
"5929","NA","North America",,
"5849","NA","North America",,
"5931","NA","North America",,
"3280","NA","North America",,
"3192","NA","North America",,
"3190","NA","North America",,
"3189","NA","North America",,
"3188","NA","North America",,
"3191","NA","North America",,
"3187","NA","North America",,
"3174","NA","North America",,
"5766","NA","North America",,
"5596","NA","North America",,
"5762","NA","North America",,
"5969","NA","North America",,
"6176","NA","North America",,
"5968","NA","North America",,
"5967","NA","North America",,
"5943","NA","North America",,
"5937","NA","North America",,
"5763","NA","North America",,
"5761","NA","North America",,
"5767","NA","North America",,
"5938","NA","North America",,
"5595","NA","North America",,
"5613","NA","North America",,
"5594","NA","North America",,
"5614","NA","North America",,
"5615","NA","North America",,
"5972","NA","North America",,
"5616","NA","North America",,
"5764","NA","North America",,
"5765","NA","North America",,
"5711","NA","North America",,
"5707","NA","North America",,
"5708","NA","North America",,
"5710","NA","North America",,
"5760","NA","North America",,
"5712","NA","North America",,
"5713","NA","North America",,
"5714","NA","North America",,
"5971","NA","North America",,
"5759","NA","North America",,
"5757","NA","North America",,
"5758","NA","North America",,
"5970","NA","North America",,
"5709","NA","North America",,
"5668","NA","North America",,
"5659","NA","North America",,
"3204","NA","North America",,
"5588","NA","North America",,
"5589","NA","North America",,
"5560","NA","North America",,
"5555","NA","North America",,
"5559","NA","North America",,
"5554","NA","North America",,
"5553","NA","North America",,
"5552","NA","North America",,
"5590","NA","North America",,
"5587","NA","North America",,
"5585","NA","North America",,
"5562","NA","North America",,
"5936","NA","North America",,
"5563","NA","North America",,
"5591","NA","North America",,
"5544","NA","North America",,
"5556","NA","North America",,
"5561","NA","North America",,
"5557","NA","North America",,
"5935","NA","North America",,
"5551","NA","North America",,
"5586","NA","North America",,
"5547","NA","North America",,
"5546","NA","North America",,
"5541","NA","North America",,
"5542","NA","North America",,
"5543","NA","North America",,
"6173","NA","North America",,
"5558","NA","North America",,
"5548","NA","North America",,
"5549","NA","North America",,
"5550","NA","North America",,
"5545","NA","North America",,
"1135","NA","North America",,
"2376","NA","North America",,
"1748","NA","North America",,
"1747","NA","North America",,
"209","NA","North America",,
"210","NA","North America",,
"211","NA","North America",,
"212","NA","North America",,
"1841","NA","North America",,
"1842","NA","North America",,
"1843","NA","North America",,
"1840","NA","North America",,
"4322","NA","North America",,
"1511","NA","North America",,
"1510","NA","North America",,
"1443","NA","North America",,
"1442","NA","North America",,
"1441","NA","North America",,
"4276","NA","North America",,
"4326","NA","North America",,
"4320","NA","North America",,
"4328","NA","North America",,
"4323","NA","North America",,
"4324","NA","North America",,
"2377","NA","North America",,
"4325","NA","North America",,
"1844","NA","North America",,
"4327","NA","North America",,
"4275","NA","North America",,
"1823","NA","North America",,
"1838","NA","North America",,
"1839","NA","North America",,
"1783","NA","North America",,
"1877","NA","North America",,
"1970","NA","North America",,
"1969","NA","North America",,
"1782","NA","North America",,
"1849","NA","North America",,
"1817","NA","North America",,
"1818","NA","North America",,
"1819","NA","North America",,
"1820","NA","North America",,
"2379","NA","North America",,
"1822","NA","North America",,
"1845","NA","North America",,
"1824","NA","North America",,
"1825","NA","North America",,
"1826","NA","North America",,
"1847","NA","North America",,
"1846","NA","North America",,
"2373","NA","North America",,
"2374","NA","North America",,
"4282","NA","North America",,
"2378","NA","North America",,
"2380","NA","North America",,
"5309","NA","North America",,
"5311","NA","North America",,
"1821","NA","North America",,
"1734","NA","North America",,
"1912","NA","North America",,
"1911","NA","North America",,
"1910","NA","North America",,
"1909","NA","North America",,
"1908","NA","North America",,
"1907","NA","North America",,
"1906","NA","North America",,
"1905","NA","North America",,
"1884","NA","North America",,
"1904","NA","North America",,
"1903","NA","North America",,
"4902","NA","North America",,
"4280","NA","North America",,
"4900","NA","North America",,
"4904","NA","North America",,
"1735","NA","North America",,
"1885","NA","North America",,
"4899","NA","North America",,
"4898","NA","North America",,
"1886","NA","North America",,
"4897","NA","North America",,
"4896","NA","North America",,
"4895","NA","North America",,
"1732","NA","North America",,
"1733","NA","North America",,
"1743","NA","North America",,
"1744","NA","North America",,
"1888","NA","North America",,
"4901","NA","North America",,
"1882","NA","North America",,
"4278","NA","North America",,
"4279","NA","North America",,
"4285","NA","North America",,
"4281","NA","North America",,
"1746","NA","North America",,
"4283","NA","North America",,
"1573","NA","North America",,
"1574","NA","North America",,
"4284","NA","North America",,
"1878","NA","North America",,
"1879","NA","North America",,
"1880","NA","North America",,
"1837","NA","North America",,
"1913","NA","North America",,
"1604","NA","North America",,
"4277","NA","North America",,
"4905","NA","North America",,
"4906","NA","North America",,
"4907","NA","North America",,
"1607","NA","North America",,
"1881","NA","North America",,
"1605","NA","North America",,
"4263","NA","North America",,
"1603","NA","North America",,
"1602","NA","North America",,
"4908","NA","North America",,
"4286","NA","North America",,
"1883","NA","North America",,
"4903","NA","North America",,
"1606","NA","North America",,
"3777","NA","North America",,
"3733","NA","North America",,
"3775","NA","North America",,
"3776","NA","North America",,
"1874","NA","North America",,
"1875","NA","North America",,
"1876","NA","North America",,
"1865","NA","North America",,
"1864","NA","North America",,
"1794","NA","North America",,
"1793","NA","North America",,
"1792","NA","North America",,
"1791","NA","North America",,
"1786","NA","North America",,
"1789","NA","North America",,
"3604","NA","North America",,
"3778","NA","North America",,
"3779","NA","North America",,
"3780","NA","North America",,
"3849","NA","North America",,
"4892","NA","North America",,
"2920","NA","North America",,
"2919","NA","North America",,
"2918","NA","North America",,
"2917","NA","North America",,
"1788","NA","North America",,
"1227","NA","North America",,
"1095","NA","North America",,
"2925","NA","North America",,
"1790","NA","North America",,
"2165","NA","North America",,
"2178","NA","North America",,
"5446","NA","North America",,
"5447","NA","North America",,
"1867","NA","North America",,
"1868","NA","North America",,
"2180","NA","North America",,
"2181","NA","North America",,
"2182","NA","North America",,
"4453","NA","North America",,
"4454","NA","North America",,
"4455","NA","North America",,
"4456","NA","North America",,
"4457","NA","North America",,
"3732","NA","North America",,
"2269","NA","North America",,
"2916","NA","North America",,
"2392","NA","North America",,
"1873","NA","North America",,
"1872","NA","North America",,
"2604","NA","North America",,
"4458","NA","North America",,
"2270","NA","North America",,
"1869","NA","North America",,
"1866","NA","North America",,
"1870","NA","North America",,
"2213","NA","North America",,
"2163","NA","North America",,
"2212","NA","North America",,
"3605","NA","North America",,
"1871","NA","North America",,
"4262","NA","North America",,
"1787","NA","North America",,
"5116","NA","North America",,
"5115","NA","North America",,
"5114","NA","North America",,
"5113","NA","North America",,
"5112","NA","North America",,
"5111","NA","North America",,
"5110","NA","North America",,
"5109","NA","North America",,
"5108","NA","North America",,
"5107","NA","North America",,
"2926","NA","North America",,
"5120","NA","North America",,
"1971","NA","North America",,
"5121","NA","North America",,
"1745","NA","North America",,
"4260","NA","North America",,
"4893","NA","North America",,
"4894","NA","North America",,
"2924","NA","North America",,
"2923","NA","North America",,
"5124","NA","North America",,
"1827","NA","North America",,
"1828","NA","North America",,
"1829","NA","North America",,
"2922","NA","North America",,
"2921","NA","North America",,
"1835","NA","North America",,
"4264","NA","North America",,
"1122","NA","North America",,
"2935","NA","North America",,
"2934","NA","North America",,
"2928","NA","North America",,
"4274","NA","North America",,
"4273","NA","North America",,
"4272","NA","North America",,
"4271","NA","North America",,
"2927","NA","North America",,
"4270","NA","North America",,
"4269","NA","North America",,
"1118","NA","North America",,
"1119","NA","North America",,
"1120","NA","North America",,
"5119","NA","North America",,
"1174","NA","North America",,
"5122","NA","North America",,
"4265","NA","North America",,
"4266","NA","North America",,
"1198","NA","North America",,
"1197","NA","North America",,
"1175","NA","North America",,
"1121","NA","North America",,
"4267","NA","North America",,
"1784","NA","North America",,
"1785","NA","North America",,
"4268","NA","North America",,
"1123","NA","North America",,
"1836","NA","North America",,
"1178","NA","North America",,
"6203","NA","North America",,
"6195","NA","North America",,
"5823","NA","North America",,
"6196","NA","North America",,
"6197","NA","North America",,
"6198","NA","North America",,
"6192","NA","North America",,
"5820","NA","North America",,
"6199","NA","North America",,
"6205","NA","North America",,
"5621","NA","North America",,
"6211","NA","North America",,
"6206","NA","North America",,
"6204","NA","North America",,
"6207","NA","North America",,
"6201","NA","North America",,
"6200","NA","North America",,
"6208","NA","North America",,
"6202","NA","North America",,
"6209","NA","North America",,
"6210","NA","North America",,
"6194","NA","North America",,
"6193","NA","North America",,
"4317","NA","North America",,
"1295","NA","North America",,
"2367","NA","North America",,
"1303","NA","North America",,
"1302","NA","North America",,
"1301","NA","North America",,
"1300","NA","North America",,
"1299","NA","North America",,
"1298","NA","North America",,
"4300","NA","North America",,
"1296","NA","North America",,
"4299","NA","North America",,
"1294","NA","North America",,
"2391","NA","North America",,
"2390","NA","North America",,
"2389","NA","North America",,
"2208","NA","North America",,
"3259","NA","North America",,
"3260","NA","North America",,
"1297","NA","North America",,
"2372","NA","North America",,
"196","NA","North America",,
"197","NA","North America",,
"198","NA","North America",,
"2388","NA","North America",,
"2387","NA","North America",,
"2386","NA","North America",,
"1304","NA","North America",,
"2384","NA","North America",,
"4316","NA","North America",,
"2371","NA","North America",,
"2370","NA","North America",,
"2369","NA","North America",,
"2368","NA","North America",,
"2366","NA","North America",,
"1145","NA","North America",,
"1144","NA","North America",,
"4298","NA","North America",,
"2385","NA","North America",,
"2152","NA","North America",,
"2151","NA","North America",,
"2158","NA","North America",,
"2157","NA","North America",,
"2156","NA","North America",,
"2150","NA","North America",,
"2160","NA","North America",,
"2147","NA","North America",,
"2161","NA","North America",,
"2155","NA","North America",,
"2159","NA","North America",,
"2162","NA","North America",,
"2154","NA","North America",,
"2149","NA","North America",,
"2148","NA","North America",,
"2936","NA","North America",,
"2153","NA","North America",,
"2214","NA","North America",,
"206","NA","North America",,
"207","NA","North America",,
"208","NA","North America",,
"4318","NA","North America",,
"4304","NA","North America",,
"4302","NA","North America",,
"4301","NA","North America",,
"4345","NA","North America",,
"4303","NA","North America",,
"6158","NA","North America",,
"6159","NA","North America",,
"36","NA","North America",,
"28","NA","North America",,
"29","NA","North America",,
"30","NA","North America",,
"31","NA","North America",,
"32","NA","North America",,
"33","NA","North America",,
"34","NA","North America",,
"35","NA","North America",,
"4","NA","North America",,
"11","NA","North America",,
"13","NA","North America",,
"4439","NA","North America",,
"3","NA","North America",,
"27","NA","North America",,
"4446","NA","North America",,
"19","NA","North America",,
"4433","NA","North America",,
"3392","NA","North America",,
"4445","NA","North America",,
"1","NA","North America",,
"14","NA","North America",,
"4310","NA","North America",,
"4438","NA","North America",,
"4434","NA","North America",,
"4435","NA","North America",,
"4436","NA","North America",,
"4437","NA","North America",,
"37","NA","North America",,
"10","NA","North America",,
"5316","NA","North America",,
"17","NA","North America",,
"4443","NA","North America",,
"4442","NA","North America",,
"4441","NA","North America",,
"7","NA","North America",,
"4444","NA","North America",,
"15","NA","North America",,
"12","NA","North America",,
"16","NA","North America",,
"26","NA","North America",,
"2","NA","North America",,
"18","NA","North America",,
"4293","NA","North America",,
"4294","NA","North America",,
"4295","NA","North America",,
"4440","NA","North America",,
"22","NA","North America",,
"23","NA","North America",,
"6","NA","North America",,
"20","NA","North America",,
"24","NA","North America",,
"5","NA","North America",,
"21","NA","North America",,
"9","NA","North America",,
"8","NA","North America",,
"3263","NA","North America",,
"25","NA","North America",,
"1567","NA","North America",,
"1568","NA","North America",,
"1566","NA","North America",,
"4209","NA","North America",,
"4206","NA","North America",,
"4207","NA","North America",,
"1565","NA","North America",,
"4208","NA","North America",,
"1564","NA","North America",,
"4205","NA","North America",,
"4251","NA","North America",,
"4450","NA","North America",,
"4449","NA","North America",,
"1563","NA","North America",,
"4448","NA","North America",,
"1557","NA","North America",,
"4212","NA","North America",,
"4451","NA","North America",,
"4210","NA","North America",,
"4250","NA","North America",,
"4249","NA","North America",,
"4248","NA","North America",,
"4247","NA","North America",,
"4314","NA","North America",,
"4211","NA","North America",,
"4447","NA","North America",,
"3868","NA","North America",,
"1561","NA","North America",,
"1560","NA","North America",,
"1559","NA","North America",,
"1558","NA","North America",,
"4245","NA","North America",,
"1556","NA","North America",,
"4246","NA","North America",,
"1555","NA","North America",,
"1856","NA","North America",,
"1562","NA","North America",,
"1554","NA","North America",,
"4006","NA","North America",,
"4297","NA","North America",,
"4365","NA","North America",,
"4366","NA","North America",,
"4376","NA","North America",,
"4367","NA","North America",,
"4375","NA","North America",,
"4364","NA","North America",,
"4368","NA","North America",,
"4361","NA","North America",,
"4360","NA","North America",,
"4374","NA","North America",,
"3869","NA","North America",,
"4372","NA","North America",,
